LAKENAME,Survey Number,SITE_ID,Year,Month,Day,LAT_DD,LON_DD,WSAREA_km2,lake_AREA_HA,NTL,PTL,SNOW,SNOW_YrMean,FIRE,FIRE_YrMean,LST,LST_YrMean,NPP,NPP_YrMean,Precip,Precip_YrMean,Tmean,Tmean_YrMean,Atmo_Pdep_2002,Atmo_Pdep_2007,Tot_Ndep_2000,Tot_Ndep_2007,Tot_Sdep_2000,Tot_Sdep_2007,N_CBNF_2007,N_Crop_N_Rem_2007,N_Fert_Farm_2007,N_Fert_Urban_2007,Human_N_Demand_2007,N_Human_Waste_2007,N_Livestock_Food_Demand_2007,N_Livestock.Waste_2007,N_Livestock_N_Content_2007,N_Rock_2007,nani,P_Crop_removal_2007,P_f_fertilizer_2007,P_livestock_demand_2007,P_livestock_Waste_2007,P_livestock_production_2007,P_nf_fertilizer_2007,P_human_food_demand_kg_2007,P_human_nonfood_demand_kg_2007,P_human_waste_kg_2007,P_Accumulated_ag_inputs_2007,NAPI,Total Input,Legacy,DamDensWs,PctWdWet2011Ws,PctHbWet2011Ws,wetlands,RunoffWs,ClayWs,SandWs,OmWs,BFIWs,AgKffactWs,P2O5Ws,Depth,logchl_A
Lake Lee,1,NLA06608-0057,2007,6,16,34.9618921,-80.5168614,134.9799567,53.02839363,3.244771761,2.340444115,0,0,0.041392686,0.079874356,1.496842525,1.358019827,0.362322145,0.364174156,2.097916409,1.997207485,1.405762434,1.236516269,0.990949893,1.020110512,1.156974308,1.056995378,1.067026152,0.840368504,1.087390095,1.481391331,1.453046326,0.290303222,0.806429298,0.704066338,1.36298017,1.202752192,0.909381133,0.298307206,1.499963414,0.74074392,0.747224773,1.429436052,1.253610646,0.997786747,0.19083458,0.192109807,0.15674766,0.273897568,2.912328994,3.614710087,3.832177461,7.230380895,0.009654432,0.149640027,0,0.149640027,2.575970117,1.641467283,1.209859192,0.103892267,1.448386373,0.066953434,0.056867544,0.505149978,1.996073654
Alamo,1,NLA06608-0061,2007,6,12,34.2455815,-113.5793644,11406.00514,572.3287327,2.683047038,1.301029996,0,0.01551313,0.041392686,0.044290581,1.659232564,1.492862583,-0.163293238,0.099999337,0,1.320561249,1.417068877,1.251504352,0.670971851,1.104818172,0.7503483,0.713191594,0.293685387,0.220568808,0.024806784,0.039969048,0.023235126,0.006984359,0.012532165,0.009447282,0.08529038,0.064878693,0.023612578,0.192809482,0.087766225,0.004906832,0.014789594,0.030557205,0.019246172,0.011816655,0.001444955,0.001310449,0.001024126,0.002068293,1.176426783,0.077229657,0.939056976,3.20903806,0.000303015,0.065169319,0.024319316,0.0861805,1.432424859,1.439712621,1.628349456,0.163642605,1.420046835,0.000195405,0.070479978,1.178976947,0.879382637
(Unnamed Lake),1,NLA06608-0062,2007,8,9,47.3206799,-99.7462943,8.152610299,54.29856165,3.452553063,2.184691431,0,1.472624018,0.041392686,0.073412831,1.450624873,1.096259798,0.397084256,0.203290997,1.992387804,1.622434226,1.289588942,0.767395523,0.753437495,0.910495801,0.928307856,0.889996907,0.73127732,0.611880637,1.192721537,1.553244425,1.443343231,0,0,0,1.189999487,1.105130312,0.573949554,0.407681816,1.28646562,0.775436681,0.782953458,0.803749816,0.639538999,0.477665329,0,0,0,0,2.431373591,1.95595695,2.939551795,4.992910204,0,0.022283254,0.730808965,0.735038013,1.098467512,1.452859336,1.374625148,0.292256071,1.414973348,0.032111281,0.061969782,0.439332694,1.498172661
Sophie Lake,1,NLA06608-0065,2007,7,17,48.9624338,-115.116608,32.895357,89.52258877,1.857332496,0.301029996,0,1.46008754,0.041392686,0.053094458,1.505336945,1.031766182,0.624803662,0.418191966,1.231469614,1.471169427,1.38300702,0.943082118,0.677366026,0.706160254,0.441625629,0.47903833,0.273947852,0.224506354,0.273515268,0.411590258,0.187266427,0.120730222,0.290876782,0.234629711,0.287882971,0.254835941,0.057731309,0.076069847,0.463826952,0.079512295,0.038731027,0.122880542,0.080630088,0.050387267,0.008435076,0.031113356,0.024495217,0.048178738,1.463764501,0.245796815,1.088714077,0,0,0.020260208,0.026266917,0.045363824,2.44870632,1.115928539,1.597443794,0.247385926,1.863912546,0.00105503,0.055593739,1.209515015,0.239299479
Youghiogheny River Lake,1,NLA06608-0066,2007,6,12,39.7685143,-79.3808178,1115.529064,1094.588775,2.823474229,0.903089987,0,1.097709725,0.041392686,0.04816836,1.379355483,1.15438776,0.762237348,0.452666298,2.027052636,1.995448496,1.280924211,0.988116187,1.102745758,1.1083282,1.187322988,1.103319967,1.619672072,1.558222553,0.683461077,1.065835483,0.547004503,0.192720968,0.609079765,0.51883458,0.961090236,0.864936633,0.449610314,0.436200613,0.823637453,0.416624727,0.187171669,0.550098232,0.426168383,0.274398925,0.050949149,0.118740647,0.095398101,0.175139516,2.223154605,1.067009498,1.918262846,5.109543051,0.005802324,0.182313211,0.156843663,0.291505893,2.828992993,1.339789073,1.431338091,0.206503409,1.601280509,0.022858164,0.082817852,1.278753601,0.713910354
Trout Lake,1,NLA06608-0068,2007,7,9,37.8244761,-107.8853911,35.27345254,50.09896936,2.227886705,0.301029996,0.65737209,1.733858351,0.041392686,0.041392686,1.337419956,0.774334931,0.495533403,0.213867946,2.14017272,2.029639634,1.116773728,0.368493483,0.756602635,1.084440434,0.917012977,0.897190158,0.660254188,0.600342275,0,0,0,0.001631136,0.072041577,0.055200279,0,0,0,0.538018563,0.074139768,0,0,0,0,0,0.000180973,0.007992042,0.006256306,0.012558469,0,0.03349319,0.881668272,0,0.023977082,0.452003931,0.03921906,0.466263327,2.02408055,1.288672288,1.638063461,0.200042984,1.814301186,0,0.09741754,1.258876629,0.231724383
Horseshoe Lake,1,NLA06608-0069,2007,7,18,28.6373595,-81.137597,3.872516657,24.47044676,2.624282096,1.602059991,0,0,0.041392686,0.071728627,1.508131903,1.437713121,0.424470063,0.557772359,2.418181094,1.889530464,1.468808716,1.36810279,0.881066678,0.93946335,1.117938125,1.055834947,1.002923659,0.85420562,0.001646284,0.336356969,0.537579061,1.327626224,1.541773036,1.421617795,0.528893818,0.471223905,0.15237521,0.448808039,1.766021068,0.055652362,0.140586613,0.26715566,0.185858124,0.119195122,0.46909093,0.652282783,0.571342676,0.813828054,1.979912832,2.887009616,2.060538158,5.290659541,0,1.563130539,0.795521466,1.621335341,2.463892989,0.698863118,1.967370492,0.142527574,1.717102241,0.000161899,0.089175732,0.544068044,0.829946696
Lake Concordia,1,NLA06608-0071,2007,9,6,31.6668399,-91.5091693,28.86991168,460.2095294,3.38774566,2.619093331,0,0,0.041392686,0.060288529,1.493013221,1.38746846,0.399646472,0.354361812,2.23771962,2.034280778,1.422425673,1.293049338,1.074622632,1.166817749,1.025346769,0.929727474,0.891247928,0.787527418,1.405997904,1.80040461,1.851015151,0.062895588,0.403382721,0.332523453,0.445244838,0.396661048,0.112284489,0.374036571,1.561774943,1.021345323,0.571482753,0.222639059,0.151709761,0.09746307,0.008197638,0.063512334,0.050390911,0.096480483,2.26859165,0,2.134025192,0,0,1.107063785,0.286136076,1.137615684,2.680007647,1.4056768,1.045457519,0.288076275,1.505149978,0.09525523,0.068815049,0.720159303,2.301984394
NRCS Site #6,1,NLA06608-0072,2007,7,26,32.2376622,-98.405152,6.950936038,9.127076417,3.236789099,2.243038049,0,0,0.041392686,0.041392686,1.491085832,1.443678691,0.31532558,0.220350074,1.934384817,1.966594375,1.423532584,1.265552334,0.907537641,0.991476841,1.004625436,1.073448175,0.64895258,0.673247219,0.038970345,1.06864804,1.355246221,0.172857347,0.601911639,0.512210722,1.364836455,1.26663863,0.754952975,0.449527409,1.518791832,0.463509522,0.429391874,0.920275823,0.756942631,0.557373701,0.022164032,0.117004313,0.093967205,0.172728801,2.4592674,2.331378939,2.706388573,6.482607608,0.05834148,0.462723434,0,0.462723434,1.693076664,1.528402738,1.467956563,0.235050505,1.107673352,0.020760916,0.058230388,0.752048448,1.900394442
Soda Lake,1,NLA06608-0073,2007,6,12,39.5247703,-118.878391,1.898455318,152.2446927,3.023663918,3.670245853,0,0.28299241,0.041392686,0.049605613,1.662757832,1.479999394,0.014295591,0.081242382,0.021189299,0.630682076,1.351409734,1.112123026,0.661839183,0.688874339,0.534720485,0.514035397,0.193289367,0.12375628,0.800315937,0.83485191,0.264747017,0.011441789,0.400564173,0.330032038,0.531950103,0.458468569,0.184637858,0.346533815,0.676212799,0.214698545,0.059311175,0.239619306,0.171212047,0.097963581,0.001540584,0.063034446,0.05000615,0.095780574,1.449781354,0.268672566,1.26641237,0,0,0.357978197,0.075424082,0.392677778,1.982271233,1.176380692,1.825620825,0.08278537,1.748188027,0,0.114850418,1.439332694,0.368286885
Smithville,1,NLA06608-0076,2007,7,27,39.4144129,-94.4979306,543.0103544,3008.068118,2.640481437,1.397940009,0,0.74253339,0.041392686,0.052426727,1.486555055,1.276291895,0.351041132,0.304330203,1.449840211,1.971529184,1.406985384,1.118457627,1.017291748,1.064218322,1.148088505,1.127597964,0.82390799,0.817541086,1.548136203,1.807976789,1.566885446,0.216616537,0.341971798,0.278679551,1.218806507,1.118556892,0.644585206,0.380908216,1.341149034,0.997646454,0.809737478,0.840631362,0.680053196,0.497135322,0.047851963,0.050693856,0.040099133,0.077580472,2.842527849,0.594884215,3.033037213,5.361735135,0.010271266,0.437177102,0.083708444,0.469668722,2.411816947,1.561402211,1.045181622,0.310015974,1.343637859,0.09852294,0.098141862,1.021189299,1.318897715
Mount Hope Lake,1,NLA06608-0077,2007,9,8,40.9270469,-74.5338826,4.730565159,65.32834218,3.164947373,2.068185862,0,0.678788325,0.041392686,0.041392686,1.364100224,1.16246718,0.640489268,0.533748544,1.347427601,2.077894557,1.286624852,1.045705912,1.079112487,1.08179362,1.275008261,1.225153105,1.221115222,1.153847474,0,0,0,0.438443824,1.095707442,0.982830218,0,0,0,0.47117394,1.153607557,0,0,0,0,0,0.092939051,0.339977836,0.285073597,0.458806355,0,1.591648285,1.040465926,0,0.155638823,1.030066534,0,1.030066534,2.681241237,0.925312091,1.745933158,0.527629901,1.73073092,0,0.046746569,0.389166084,1.915347062
Unknown,1,NLA06608-0078,2007,8,8,48.1778112,-100.2942095,0.257765278,15.07116765,3.67651071,2.136720567,0,1.498473362,0.041392686,0.041392686,1.508131903,1.136308523,0.345288813,0.197226277,1.588495806,1.617559457,1.280805932,0.748446457,0.682627864,0.791095278,0.876043046,0.818371266,0.655155339,0.568389943,1.270454784,1.777670845,1.705886881,0,0,0,0.930710529,0.851675459,0.383545067,0.746099133,1.199557969,1.006393027,0.945763183,0.578392685,0.43866424,0.310072434,0,0,0,0,2.437355158,0.411730153,3.053562477,3.359468454,0,0,1.396697391,1.396697391,1.079181246,0.972202838,1.864154956,0.28780173,1.397940009,0.002782957,0.036505934,0.021189299,1.101575246
Trappers Lake,1,NLA06608-0079,2007,7,12,39.9858551,-107.2317809,52.55819801,130.9081557,1.991226076,0.698970004,0,1.83706126,0.041392686,0.041392686,1.379355472,0.639771355,0.515550524,0.205959481,1.623662697,1.89951272,1.185258757,0.458637847,0.833544863,0.980874043,0.820585544,0.736617173,0.555476959,0.391150489,0,0,0,0,0,0,0,0,0,0.555304859,0.000367782,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0.80253041,0.438747976,0.908095769,2.364213026,1.245591965,1.645913706,0.123677973,1.826654445,0,0.096418104,1.683947131,0.458637849
Hannaberry Lake,1,NLA06608-0080,2007,9,9,34.1200351,-91.561052,4.657475601,79.79770424,2.980911938,2.004321374,0,0,0.081707272,0.120080135,1.475350834,1.363020666,0.376023427,0.255260631,2.014954329,1.919656188,1.393662938,1.259271931,1.03029686,1.126209368,1.024077326,1.013176001,0.84003689,0.725012883,1.788001009,2.113057867,1.927091139,0.398975055,0.375210432,0.307706288,0.782325269,0.699993186,0.310937555,0.418264836,1.363556005,1.3023427,1.031001951,0.533572383,0.397744279,0.282747862,0.055718686,0.057432392,0.045501944,0.087548979,2.714338269,0,3.210510899,0,0,0.995912697,0.20692398,1.021879138,2.69019608,1.725113511,1.0147854,0.23130568,1.51851394,0.093191274,0.051681909,0.498310554,1.789228057
Armstrong Lake,1,NLA06608-0081,2007,7,3,48.2261203,-122.1241675,1.272035634,10.0070393,2.870403905,1.361727836,0,1.094027968,0.041392686,0.041392686,1.410677627,1.149938018,0.872488934,0.592170197,1.641424531,2.038827061,1.271725462,1.033390241,0.794175642,0.791234352,0.84048091,0.810359832,0.546127419,0.344787863,0,0,0,0.57068302,0.754243382,0.654599398,0,0,0,0.630961539,0.926484742,0,0,0,0,0,0.145284122,0.170745549,0.138709578,0.24572382,0,1.05085023,1.136401332,0,0,0.668079791,0,0.668079791,3.410439786,0.767897616,1.865490115,0.414973348,1.67273869,0,0.054058533,0.916453949,1.548266545
Camp Lake,1,NLA06608-0083,2007,6,13,45.9509644,-99.1364505,17.25267257,48.33310631,3.593950295,1.707570176,0,1.434004884,0.041392686,0.041392686,1.426652117,1.13411684,0.476693598,0.202621309,1.942594981,1.654421226,1.304490538,0.851933228,0.703261294,0.871698426,0.921182099,0.949010153,0.62839965,0.578596584,1.33600786,1.707168367,1.598842341,0.014118173,0.013273837,0.010008488,1.218701861,1.122896025,0.630994042,0.394417653,1.357339281,0.914835794,0.848004304,0.854636145,0.69549332,0.504512068,0.001867491,0.00139194,0.001087832,0.002196796,2.488915486,1.752503304,3.094137646,4.953000396,0,0,0,0,1.230448921,1.231922381,1.646031402,0.311386483,1.46395123,0.01319824,0.051211106,0.278753601,0.771587481
Blacks Creek Reservoir,1,NLA06608-0085,2007,7,10,43.4604545,-116.1414317,100.5353618,33.42344767,3.199206479,2.621176282,0,0.518784432,0.636002852,0.04421845,1.659274701,1.377686682,-0.190652411,0.116277114,0.4318996,1.468027154,1.423396071,1.039430643,0.547017409,0.578819072,0.678501235,0.665803802,0.339691248,0.417899218,0,0,0,0.176686985,0.295240485,0.238363474,0,0,0,0.127260592,0.393739331,0,0,0,0,0,0.018221667,0.041522351,0.032772478,0.063891405,0,0.219785897,0.911350586,0,0.004300964,0.005027911,0,0.005027911,2.549024602,1.419198896,1.476411715,0.25236456,1.837051307,0.000240964,0.068825632,0.301029996,1.408579125
Lacamas Lake,1,NLA06608-0086,2007,8,2,45.6165707,-122.4260347,153.7658083,101.3087296,2.460897843,1.322219295,0,0.164149814,0.041392686,0.041392686,1.448499395,1.192294463,0.753528788,0.566558112,1.436049,2.128540428,1.277347228,1.072527798,0.826817014,0.821852709,0.810544524,0.787904977,0.613182782,0.422332636,0.173654312,1.259846179,1.421256886,1.262362708,1.193777364,1.078621647,1.110449159,1.02220159,0.527800521,0.206229468,1.708629341,0.563145375,0.815477576,0.763814448,0.604379072,0.444629777,0.299362749,0.373164281,0.314619527,0.498385163,2.605077697,2.92817725,3.051723476,6.242846274,0.005502156,0.625412876,0.097559866,0.650584116,3.274235848,1.528151147,1.34126849,0.305923373,1.678881773,0.029151916,0.081878668,1.178976947,1.561101384
Rhodhiss,1,NLA06608-0089,2007,6,17,35.7733743,-81.5417459,2824.797602,879.2648891,2.523746467,1.556302501,0,0.032801975,0.332517493,0.063741171,1.449054864,1.291552431,0.717132699,0.53081591,1.969296073,2.028691955,1.363138173,1.163458151,1.013639991,1.03631304,1.028478955,0.988745641,0.966304511,0.870005537,0.142470382,0.467836234,0.573285312,0.329351862,0.744373382,0.645279303,0.745155063,0.643736256,0.334082232,0.219175508,1.052462614,0.115216633,0.249948798,0.557763828,0.431863716,0.280811277,0.149473375,0.167204657,0.135733435,0.241010914,2.080658458,1.94482476,2.068181688,5.167409841,0.009278831,0.110730959,0.008983753,0.117708989,2.844774227,1.386458981,1.609486912,0.232398352,1.769096837,0.00967585,0.053367871,1.080987047,1.347915187
Black Lake,1,NLA06608-0090,2007,6,26,42.9307547,-109.6534609,1.401571063,8.528510903,2.404833717,1.079181246,0,1.726431983,0.041392686,0.041392686,1.389235863,0.901376795,0.362322145,0.164832744,1.364550988,1.688526107,1.113107358,0.604541037,0.586988782,0.834737885,0.550570461,0.675772663,0.288994414,0.331472751,0,0,0,0,0,0,0,0,0,0.58982094,0.011436751,0,0,0,0,0,0,0,0,0,0,0,0.881373587,0,0,0,0.161070116,0.161070116,2.334453751,1.155866365,1.770092072,0.120386065,1.785329835,0,0.043442079,0.860338007,0.596597096
Cedar Lake,1,NLA06608-0091,2007,7,10,41.3694412,-87.4321383,21.32231577,305.5679078,3.305781151,2.23299611,0,1.116391565,0.041392686,0.041392686,1.487205202,1.219903756,0.465862747,0.306973513,1.924124159,2.016754854,1.35640835,1.04608851,1.266107001,1.281426556,1.165915876,1.176139756,1.18992916,1.13100544,1.443867323,1.771722114,1.833852022,1.078971181,1.164191765,1.049671266,0.764506116,0.664539577,0.341534382,0.428620646,1.813548982,1.01396599,0.810773896,0.422949298,0.327805977,0.182130004,0.436727552,0.381014555,0.321644301,0.507664555,2.689150897,1.196791111,2.929113924,5.153580992,0.020024221,0.819087633,0.51650789,0.948308356,2.574525426,1.552248969,1.123619812,0.631351066,1.527233536,0.04778545,0.072700874,0.568201724,2.100715087
Lake Oconomowoc,1,NLA06608-0099,2007,7,3,43.0995159,-88.452553,230.9719441,314.7521338,2.779596491,0.84509804,0,1.383735277,0.041392686,0.041392686,1.439891907,1.096659161,0.414710211,0.314290317,1.969206168,1.866134176,1.340146548,0.955946181,0.963857232,0.998529177,1.167228291,1.133639892,1.030091187,0.911897839,1.423574194,1.787442,1.599335408,0.48883431,0.857519725,0.752779475,1.381801761,1.266193948,0.821491348,0.412556322,1.487372408,1.029248743,0.620344118,0.900112816,0.752588697,0.51697327,0.083232612,0.217216601,0.178118794,0.306466377,2.73437591,0,2.897882119,5.89301739,0.003892211,1.165169206,0.665065944,1.261310032,2.380343636,1.185166773,1.644039307,0.666617949,1.705303866,0.052256244,0.061356458,1.282168778,0.665580991
Riga Lake,1,NLA06608-0101,2007,8,21,42.0216797,-73.4822799,6.278542712,61.41489821,1.806179974,0.301029996,0,1.074069312,0.041392686,0.041392686,1.379355472,1.059158757,0.671624674,0.516527561,1.807315116,2.049571711,1.311806822,0.956718558,0.95271788,0.936827777,1.202360786,1.067777718,1.229999064,1.087054506,0,0,0,0.080296137,0.275492558,0.221509866,0,0,0,0.524646804,0.323436886,0,0,0,0,0,0.016796611,0.037964919,0.029939031,0.058542888,0,0.200802164,0.908984062,0,0.063999313,0.910885679,0.128061503,0.928797884,2.824776462,1.204391332,1.385606274,0.281033367,1.696747551,0,0.054834268,1.004321374,0.230448921
HOWARD POND,1,NLA06608-0102,2007,8,3,44.5071366,-70.7232831,9.556730331,51.55246837,2.139879086,0.301029996,0,1.361070669,0.041392686,0.041392686,1.340162944,0.959294967,0.842218456,0.526655937,2.139721695,2.046647965,1.279780979,0.824695192,0.901879868,0.892151957,0.864074715,0.81736906,0.845239842,0.809499433,0,0,0,0.145637033,0.116993822,0.090692056,0,0,0,0.379878053,0.233860444,0,0,0,0,0,0.065167995,0.013642396,0.010694523,0.02135884,0,0.217032263,0.991350411,0,0,0.655807708,0.40595838,0.783443122,2.857332496,0.72427587,1.729167777,0.539076099,1.687116012,0.000226017,0.061057959,1.559906625,0.342422681
Kingman County State Lake,1,NLA06608-0104,2007,6,22,37.6552936,-98.2626515,1.755339318,56.79375053,3.032215703,2.012837225,0,0.64786021,0.152594079,0.144418521,1.481318457,1.362804428,0.339459273,0.201278819,2.278616439,1.891978593,1.377124041,1.168018444,0.947315093,1.014563363,1.042879775,1.012918854,0.696839966,0.65254299,0,0,0,0.141129148,0.376778874,0.309082866,0,0,0,0.48382947,0.449952842,0,0,0,0,0,0.04238097,0.057744925,0.045752927,0.088009511,0,0.348702968,0.952031611,0,0,0.673164621,0.96215282,1.109814302,2.071882007,1.218928907,1.745198235,0.159831193,1.591064607,5.75644E-05,0.054771037,0.267171728,1.582404298
Piute Reservoir,1,NLA06608-0105,2007,7,5,38.2350209,-112.2015025,6161.318267,906.5113613,2.531478917,1.662757832,0.018198342,1.433571366,0.04741879,0.043865374,1.567654879,1.227597533,0.158298989,0.211104905,1.701939402,1.554084732,1.302608421,0.86867627,0.582793782,0.9380737,0.784223253,0.720407851,0.417831387,0.275723104,0.430744516,0.45644431,0.063084407,0.000703879,0.016847667,0.012715965,0.50810339,0.447394544,0.152383299,0.258487712,0.452504644,0.079625674,0.036540958,0.251438559,0.175144,0.109729563,8.31124E-05,0.001766711,0.001380856,0.00278757,1.4242974,0.381419605,1.240847941,3.270486369,0.000850718,0.045978125,0.001835469,0.047629558,1.500843486,1.367829318,1.563364837,0.234329178,1.873548512,0.001992232,0.062777582,0.612783857,1.181557774
Cheeseboro Lake,1,NLA06608-0107,2007,6,25,41.6501612,-85.0817582,0.60777181,12.42080368,2.716837723,0.602059991,0,1.063119519,0.041392686,0.079512873,1.493013221,1.162467184,0.556587372,0.315842298,1.570776383,1.898898783,1.339252637,1.006947141,1.266107001,1.281426556,1.188583732,1.136824848,1.218973523,1.110494748,1.685983044,1.983470675,1.814063052,0.310036499,0.792959921,0.691269332,1.479388273,1.357359814,0.923615941,0.581273255,1.659560884,1.191656234,1.031369398,1.0729377,0.917375265,0.659079028,0.059648636,0.186542382,0.152033716,0.266597897,3.138500228,1.985350994,3.593333484,6.82099569,0,1.25362831,0,1.25362831,2.572871602,1.153589869,1.736709717,1.066679145,1.77815125,0.052594283,0.04607901,0.602059991,0.521138084
Pickerel,1,NLA06608-0110,2007,7,31,46.8697336,-95.7285632,16.90688704,139.0508291,2.691965103,1.113943352,0,1.366108251,0.041392686,0.041392686,1.419118452,1.009089747,0.335528969,0.245959323,1.823963019,1.839087679,1.354348584,0.816227489,0.762098364,0.868490447,1.004525088,0.988607463,0.673257261,0.622920296,1.065508082,1.334048546,1.148885308,0.050693283,0.349182773,0.284952719,0.828741754,0.727383503,0.380791627,0.158598502,0.992948623,0.58438827,0.534269585,0.576850117,0.47181338,0.257885252,0.009609209,0.051979686,0.041128803,0.079488377,2.281323474,1.347435599,2.389439385,4.670248649,0,0.291842347,0.778075861,0.842427763,1.943531296,1.225825991,1.705810128,0.765668555,1.817380212,0.01342832,0.074923675,1.093421685,0.442479769
West Branch Reservoir (AKA M.J.Kirwan Reservoir),1,NLA06608-0111,2007,8,1,41.1354055,-81.1369224,206.2054153,1064.647066,2.536558443,0.84509804,0,1.063735136,0.041392686,0.041392686,1.439891907,1.166224542,0.491416848,0.377145923,2.271368152,1.901579209,1.364679936,1.021850145,1.212589733,1.212102327,1.212925902,1.113343641,1.430976995,1.324091501,1.118510516,1.410821959,0.964040367,0.3261054,0.812658752,0.709991474,1.079135345,0.975055366,0.551074022,0.399753087,1.066236135,0.65661325,0.577848526,0.728311463,0.57908695,0.407487671,0.063560274,0.194854336,0.159074815,0.277485346,2.537052749,1.882197707,2.605875626,5.205265749,0.010257152,0.305343804,0.150663367,0.386438605,2.606719232,1.512152275,1.262910875,0.413130563,1.600082658,0.055431754,0.096181134,1.10720997,0.629409599
