Farm_name,City,State,Last_updated,Association_memberships,farm_count,Naturally_grown,GAP_cert,Cert_organic,Cert_natgrown,IPM,ROP_cert,Demeter_cert,animal_welfare,grass_fed,conventional,transitional,kosher,halaal
ALP Farms,Ephratah,New York,4/18/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AM Acres, LLC",Lake Wales,Florida,5/31/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
ANNABELLE & MICHAEL'S EGGS at EVERMORE FARM,Lexington,Kentucky,3/30/2020,"
American Pastured Poultry Producers (APPPA)
",1,1,0,1,0,0,0,0,0,1,0,0,0,0
AR Farm,Flagstaff,Arizona,6/19/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AT Produce and Poultry,Cataula,Georgia,4/29/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AV Birds,Lancaster,California,1/25/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AZ Farm,Marseilles,Illinois,4/24/2017,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
AZreishi,Tempe,Arizona,8/21/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaaa,Blank,Wisconsin,3/11/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaldmon Farm,Lake Worth,Florida,1/9/2011,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Aara Farms,Marseilles,Illinois,1/27/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abbey Fields Farm,Knoxville,Tennessee,12/27/2016,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Abbies Acres Berry Farm,Bemidji,Minnesota,1/30/2006,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abbott Family Farm,Lebanon,Oregon,11/15/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Abbott Organics,West Sacramento,California,8/5/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abbott Ranch,Carpinteria,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abby's Farm and Produce,Alex,Oklahoma,3/10/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Abc,Cape Girardeau,Missouri,6/1/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aberdeen Hill Farm,Gorham,New York,3/30/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aberdeen Mills,Elizabethtown,Pennsylvania,6/9/2011,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aberlin Springs,Morrow,Ohio,3/16/2022,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Abi Acres,,,1/4/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abigail's Honey Farm,Modesto,California,10/25/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Abingdon/Bristol CSA,Bristol,Virginia,1/29/2016,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Able Acres,Estell Manor,New Jersey,5/13/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Able Acres Farm,Estell Manor,New Jersey,3/28/2022,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Able Farms,Portland,Oregon,10/15/2015,,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Abma's Farm Market and Greenhouses,Wyckoff,New Jersey,3/14/2012,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Abode Farm CSA,New Lebanon,New York,2/7/2013,"
Northeast Organic Farming Association (NOFA)
",1,0,0,0,0,0,1,0,0,0,0,0,0,0
Abounding Harvest Mountain Farm,Los Gatos,California,2/11/2018,"
California Certified Organic Farmers (CCOF)
Community Alliance with Family Farmers (CAFF)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Absolutely Organic / 3R C Farm,SIMONTON,Texas,6/8/2010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abt Family Farm,Midland,Ohio,5/13/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abundance Acres,Andover,Vermont,9/18/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Abundant Acres,Wray,Colorado,8/17/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abundant Earth Farms,Lancaster,California,5/6/2014,,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Abundant Harvest,Hillsboro,Oregon,3/5/2013,"
Slow Food USA ()
",1,1,0,0,0,1,0,0,0,0,0,1,0,0
Abundant Life Farm,Walker Valley,New York,3/6/2010,"
Northeast Organic Farming Association (NOFA)
",1,0,0,0,1,0,1,0,0,0,0,0,0,0
Abundant Life Homestead,Dunmore,West Virginia,3/10/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Abundant Pastures,Claremont,Illinois,5/13/2019,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Abundantly Blessed,Cadiz,Ohio,5/10/2019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abundia Farms,Albuquerque,New Mexico,3/6/2015,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Acacia Farms Growing in Harmony with Nature,Bayview,Texas,12/18/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acacia Grove Honey Farms,Woburn,Massachusetts,11/25/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Acerg Quail Farm,Los Osos,California,1/25/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Achin' Back Acres,Columbus,North Carolina,3/5/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Acme Acres,Phoenix,Arizona,3/26/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acorn Acres Farm,Chesterton,Indiana,5/2/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Acorn Creek Farm LLC,Tomah,Wisconsin,5/9/2011,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Acorn Hill Farm,KERHONKSON,New York,8/13/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Acorn Hill Farms Produce, LLC",Suffolk,Virginia,7/26/2014,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Acorn Run Farm,Crossville,Tennessee,5/17/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Acquistapace Farms,Green Valley,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acres,Canton,Ohio,9/23/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acres of OZ LLC,Saltsburg,Pennsylvania,2/14/2022,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Across the Creek Farm,West Fork,Arkansas,3/30/2020,"
Southern SAWG (SSAWG)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Ad Fontes Farms,O'Fallon,Illinois,3/5/2013,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Adam's Acre Produce,Lexington,Illinois,6/22/2016,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Adam's Berry Farm,Burlington,Vermont,1/6/2013,"
Northeast Organic Farming Association (NOFA)
Slow Food USA ()
National Farm To School Network (FTS)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Adam's Heirloom Tomatoes,Lodi,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam's Pastured Pork,Mc David,Florida,2/15/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamah CSA in Falls Village,Falls Village,Connecticut,4/2/2020,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Adams Farm,Laurel Hill,Florida,7/22/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams Farms,Benson,North Carolina,7/11/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams Farms,Hartford,Michigan,3/10/2020,,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Adams Greenhouse & Produce LLC,Covington,Ohio,4/18/2016,"
Certified Naturally Grown (CNG)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,1,0,0,0
Adams' Eggs,Vincennes,Indiana,3/21/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Addison Poultry,Leonard,Michigan,6/26/2013,,1,1,0,0,1,0,0,0,1,1,0,0,1,0
Adelante Mujeres CSA,Forest Grove,Oregon,5/16/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Adirondack Beef Company,Croghan,New York,6/1/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adirondack Farm to Pantry,Chestertown,New York,9/26/2012,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Adkins Family Farm,Lewisport,Kentucky,5/13/2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adlyn Farm,Louisa,Virginia,5/21/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adobe House Farm,Durango,Colorado,3/22/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Adoni Acres Family Farm,Chaseburg,Wisconsin,9/23/2013,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Adoption Acres,Burlington,Wisconsin,3/26/2016,"
Wisconsin Farmers Union ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Adragone Aeroponics,Glenmoore,Pennsylvania,7/30/2018,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Advent Home Farm,Calhoun,Tennessee,5/17/2012,,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Adventure Farm,Palmyra,Virginia,10/1/2008,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Aerie Acre,Klamath Falls,Oregon,12/11/2016,,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Aerie Farm,Bland,Virginia,9/10/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Aerie Farm East,Westminster,Maryland,3/5/2020,"
Practical Farmers of Iowa (PFI)
Future Harvest (CASA)
The Livestock Conservancy ()
National Young Farmers Coalition (NYFC)
American Grassfed Association (AGA)
",1,1,0,0,0,0,0,0,1,1,0,0,0,1
Aficionado Farms,Elberfeld,Indiana,2/15/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
African Velvet Alpacas / Avafarms,Stevens County,Washington,7/31/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Afternoon Zephyr Farm,ROGUE RIVER,Oregon,3/28/2013,"
Certified Naturally Grown (CNG)
",1,0,0,0,1,0,0,0,0,0,0,0,0,0
Afton Apple Orchards,Hastings,Minnesota,2/25/2015,"
Land Stewardship Project (LSP)
",1,0,0,0,0,1,0,0,0,0,0,0,0,0
Afton Field Farm,Corvallis,Oregon,10/31/2017,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Afton Raspberry Company,Afton,Minnesota,5/10/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Afya Community Teaching Garden/Growing Food Together CSA,Baltimore,Maryland,3/19/2015,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
AgZinger of Kentucky,Bowling Green,Kentucky,1/10/2018,"
Southern SAWG (SSAWG)
",1,1,1,0,0,1,0,0,0,1,1,1,0,0
Against the Grain Pastures,Boyd,Wisconsin,4/13/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Agape Organic Farms,Dansville,Michigan,2/1/2021,,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Agape Organics A.K.A. The Apple Basket,Washoe Valley,Nevada,3/6/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Agape Wells Farm,Ellensburg,Washington,2/20/2012,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Agape' LLand Farm,corbin,Kentucky,2/9/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Agrarian Harvest,Buhl,Idaho,11/1/2019,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriculture and Land-Based Training Association (ALBA),Salinas,California,4/9/2019,"
California Certified Organic Farmers (CCOF)
Community Alliance with Family Farmers (CAFF)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Agritopia Farm,Gilbert,Arizona,10/20/2020,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Agro Pastural Trading,morgn hill,California,3/26/2022,,1,1,0,1,1,1,0,0,1,1,0,0,0,1
AgroCity LLC,Hamilton,Ohio,3/12/2019,,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Agrowtopia Farm,New Orleans,Louisiana,2/20/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aha Rabbits,Rockvale,Tennessee,1/10/2017,,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Aho Acres and Show Pigs,Superior,Wisconsin,6/23/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahswanee Farm,Forest Hill,Maryland,4/1/2019,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ahualoa Hog Farm,Honokaa,Hawaii,1/14/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ahualoa Tea & Egg Farm,Honokaa,Hawaii,8/5/2016,"
Slow Food USA ()
",1,1,0,0,1,0,0,0,0,1,0,0,0,0
Aiken farm,Mebane,North Carolina,5/25/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ailani Gardens CSA,Waianae,Hawaii,3/24/2014,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
AirportAngus,Danville,Kentucky,7/18/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aisling Farm,West Stafford,Connecticut,4/4/2022,"
Maine Organic Farmers and Gardeners Association (MOFGA)
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aisling Flower Farm,Gordonsville,VA 22942,12/27/2021,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Akin Acres Family Farm,Tecumseh,Oklahoma,12/3/2008,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Akin Bak Farm,Franklin,Massachusetts,5/13/2014,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Akyla Farms,Sedro-Woolley,Washington,1/29/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Vegetable's LLC,Milan,Ohio,6/30/2014,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Al's Family Farms,Fort Pierce,Florida,12/18/2012,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Al's Quackery,Arundel,Maine,5/7/2017,,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Al's Quackery,Biddeford,Maine,4/20/2018,,1,1,0,0,0,0,0,0,0,1,1,0,0,0
AlAnn Ranch,Ash Fork,Arizona,9/14/2020,"
Slow Food USA ()
",1,1,0,0,0,1,0,0,0,1,0,1,1,0
"Alagaesia Farm, Fibers, and More!",Lakeville,Indiana,12/17/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Alaiyo Farm,Katy,Texas,2/28/2016,,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Alaska Farm Fresh,Kasilof,Alaska,2/17/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Flour Company,Delta Junction,Alaska,11/19/2013,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Alaska Seeds of Change,Anchorage,Alaska,7/27/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Wild Harvest LLC; dba Kahiltna Birchworks,Talkeetna,Alaska,10/24/2017,"
Slow Food USA ()
",1,1,0,1,0,0,0,0,0,0,0,0,0,0
Alaskan Hen House,wasilla,Alaska,9/25/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Albion Acres Vineyard,Huntsburg,Ohio,10/20/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Albion Hills Community Farm,Caledon,Ontario,6/10/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Albritton Fruit Co,Sarasota,Florida,1/29/2014,,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Albritton Fruit Farms,Sarasota,Florida,8/31/2018,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Alcantar Organics,Carpinteria,California,4/27/2020,"
California Certified Organic Farmers (CCOF)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alchemy Family Farm/Esca Ars, LLC",Colfax,Wisconsin,9/8/2009,"
Certified Naturally Grown (CNG)
",1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Alchemy Farms and Plants, LLC",Hampton Cove,Alabama,4/5/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alchemy Gardens,West Rutland,Vermont,2/11/2014,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Alconbury Meadows,Rockford,Illinois,11/2/2011,,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Alcovy Organic Farms,MANSFIELD,Georgia,1/12/2016,,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alday Farm LLc (headquarters of Jersey Girls  Dairy Farm),Ona,Florida,8/17/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Alden Hills Organic Farms,Walworth,Wisconsin,2/16/2015,,1,1,0,1,0,1,1,0,0,1,0,0,0,0
Alder Grove Nursery,Carlotta,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alderman Farms,Brookhaven,Mississippi,3/11/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Alemany Farm,San Francisco,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alemaya Farm,Guinda,California,2/5/2022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aletta's Farm Market,Curwensville,Pennsylvania,3/30/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Farm,Molena,Georgia,10/18/2011,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Blueberry Farms,DeBerry,Texas,2/26/2015,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Alexander Farms,Wilmington,Ohio,2/11/2014,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Alexander Ranch,Gardena,Idaho,12/20/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre EcoDairy Farms,Crescent City,California,11/1/2016,"
California Certified Organic Farmers (CCOF)
Community Alliance with Family Farmers (CAFF)
American Pastured Poultry Producers (APPPA)
Buy Fresh, Buy Local ()
",1,1,1,1,0,0,0,0,1,1,0,0,0,0
Alfieri Farms,Ripon,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alger Family Farm. LLC,Miller,Missouri,4/28/2022,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Alhambra Valley Beef,Martinez,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alhambra Valley Pears,Martinez,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alhambra Valley Ranch,Martinez,California,3/1/2012,"
Community Alliance with Family Farmers (CAFF)
Slow Food USA ()
National Farm To School Network (FTS)
",1,1,0,0,0,1,0,0,0,1,0,1,0,0
Alicia Snyder,Spring Hill,Tennessee,9/25/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alissa's Flowers,Hull,Iowa,5/21/2020,"
Certified Naturally Grown (CNG)
Association of Specialty Cut Flower Growers (ASCFG)
",1,1,0,0,1,0,0,0,0,0,0,0,0,0
Alithea Farm,Bolivar,Missouri,2/7/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alka Farms,NCY,New York,10/10/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"All Good Organics, Inc.",Lino Lakes,Minnesota,10/3/2014,,1,1,0,1,0,0,0,0,0,0,0,0,0,0
All Natural Farms LLC,Charlotte,North Carolina,4/22/2018,,1,1,0,0,0,1,0,0,0,1,0,1,0,1
All Natural Greens,Marinette,Wisconsin,7/5/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All Natural Honey,Saltair,Ohio,6/15/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All Natural Meats / Soggy Feet Enterprises,Scappoose,Oregon,10/25/2021,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
All Natural Rabbits,Apple Valley,California,5/6/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
All Saints' Ranch,Elizabeth,Colorado,2/22/2012,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
All Seasons Farm,Cobden,Illinois,2/28/2017,"
Slow Food USA ()
null (null)
",1,1,0,1,0,0,0,0,0,1,0,0,0,0
"All Seasons Farm, LLC",Galena,Maryland,12/9/2015,,1,1,1,0,0,0,0,0,0,0,0,1,0,0
All Seasons Orchard,Woodstock,Illinois,3/3/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"All Things Alpaca, LLC",Cold Spring,Kentucky,10/17/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
All Things Herbal,Pequot Lakes,Minnesota,3/4/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
All We Need Farm,Needville,Texas,2/25/2015,"
Slow Food USA ()
Texas Organic Farmers & Gardeners Association (TOFGA)
Farm and Ranch Freedom Alliance (FARFA)
",1,1,0,0,1,0,0,0,0,1,0,1,0,0
All World Acres,PLANT CITY,Florida,5/27/2014,,1,1,0,0,0,1,0,0,0,0,0,1,0,0
All Year Farm,Clermont,Florida,5/24/2014,,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Alldredge Farm Services,MUNFORD,Alabama,3/28/2022,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Allegan Historic Farm & Learning Center,Allegan,Michigan,12/12/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Allegheny Mountain Institute,Staunton,Virginia,3/26/2018,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Alleluia Acres,King,North Carolina,3/4/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alleluia Acres Heritage Farm, LLC",Alabaster,Alabama,7/20/2022,"
The Livestock Conservancy ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Allen & Sons Quail Farm,hobart,Indiana,2/16/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Allen Creek Farm,Ridgefield,Washington,3/4/2013,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Allen Family Farm,Athens,Tennessee,3/17/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Allen Family Farm,Oxford,Ohio,2/19/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Allen Family Farms,St Augustine,Florida,11/15/2017,,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Allen's Honey & Candles LLC,Lake Forest,Illinois,1/4/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Allenbrooke Farms,Spring Hill,Tennessee,2/7/2022,"
Certified Naturally Grown (CNG)
Slow Food USA ()
",1,1,0,1,1,0,0,0,0,1,0,0,0,0
Alli's Organic Herbs,Worcester,Massachusetts,4/25/2008,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,1,0,0,0,0,0,0,0,0,0
Allington Family Farm,Saginaw,Michigan,10/28/2016,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Allison Acres,Port Lavaca,Texas,10/14/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Allisons' Apiaries,Ocoee,Florida,8/2/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Allstar Organics,Woodacre,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Allule Products,Wheatland,California,11/26/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Allways Farm Collective,Milan,Indiana,5/8/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Allwinds Grown,Brewster,Massachusetts,4/29/2013,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Alm Hill Gardens,Everson,Washington,9/29/2005,"
Tilth Alliance ()
Slow Food USA ()
National Farm To School Network (FTS)
",1,1,0,1,0,0,0,0,0,1,0,1,0,0
Alma Rosa Winery & Vineyards,Buellton,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Home Farm,Brundidge,Alabama,10/3/2007,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Almosta Farmstead,TUCSON,Arizona,9/9/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Almosta Ranch Alpacas,Mohrsville,Pennsylvania,5/28/2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aloha Aquaponics, LLC",Waikoloa,Hawaii,7/17/2011,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Aloha Happy Ranch,Volcano,Hawaii,6/23/2019,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Alohifarm outlet,Captain Cook,Hawaii,5/13/2021,"
Chefs Collaborative ()
National Farm To School Network (FTS)
Buy Fresh, Buy Local ()
",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpaca Angel Acres,Rush,Colorado,6/7/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpaca Center of Rowley,Rowley,Massachusetts,10/22/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpaca Delights,East Bethany,New York,8/15/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alpaca Fleece,Howell,Michigan,6/19/2013,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Alpaca Landing,Berryville,Virginia,12/2/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alpaca Meadows,Mansfield,Ohio,3/6/2018,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Alpaca Mining Company,Yerington,Nevada,4/28/2012,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alpaca Paradise,Little Mountain,South Carolina,2/22/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpaca Pillows USAlpaca Company,Hardy,Virginia,11/7/2013,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
AlpacaMountain,Parachute,Colorado,10/9/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alpacas at Crossroads Ranch,Paso Robles,California,2/18/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Alpacas at Savanna Creek,Brownsville,Oregon,7/14/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpacas at the Well,lacey,Washington,5/23/2009,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Alpacas by CBRB,Tavares,Florida,7/11/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpacas of America,Tenino,Washington,3/27/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Alpacas of Baragon,Chino Valley,Arizona,7/2/2014,,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Alpacas of Four Winds,Valley Falls,New York,1/27/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpacas of Merritt Farm,Otto,North Carolina,7/5/2022,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Alpacas of Sugar Creek, LLC",Fairview Park,Ohio,6/27/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alpacas of Sunshine Farm, Fiber & Clothing Store",New Milford,Pennsylvania,8/1/2012,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Alpacas of Windswept Farm,Middletown,Maryland,4/5/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Alpacazona Farm,Maricopa,Arizona,8/21/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alpen Rose Creamery,Arundel,Maine,7/28/2016,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
